frequency_Hz,gain_dB,phase_deg
165.958690744,-3.19590263897,-46.1988704607
167.880401812,-3.24828167276,-46.5283161049
169.824365246,-3.3012347035,-46.8575595699
171.790838716,-3.35476095117,-47.1865575232
173.780082875,-3.40885948575,-47.5152667939
175.792361396,-3.46352922816,-47.8436444013
177.827941004,-3.51876895142,-48.1716475823
179.887091513,-3.57457728194,-48.4992338189
181.970085861,-3.63095270091,-48.8263608655
184.077200147,-3.68789354591,-49.1529867751
186.208713666,-3.74539801263,-49.479069926
188.364908949,-3.80346415673,-49.8045690469
190.546071796,-3.86208989579,-50.1294432422
192.752491319,-3.9212730115,-50.4536520167
194.984459976,-3.98101115184,-50.7771552992
197.242273611,-4.0413018335,-51.0999134659
199.526231497,-4.10214244431,-51.421887363
201.836636368,-4.1635302459,-51.7430383284
204.173794467,-4.22546237634,-52.0633282131
206.538015581,-4.28793585294,-52.3827194013
208.929613085,-4.3509475752,-52.7011748302
211.348903984,-4.41449432772,-53.0186580087
213.79620895,-4.4785727833,-53.3351330354
216.271852373,-4.54317950608,-53.6505646156
218.776162395,-4.60831095473,-53.964918078
221.309470961,-4.67396348573,-54.2781593896
223.872113857,-4.74013335673,-54.5902551706
226.464430759,-4.80681672987,-54.9011727082
229.086765277,-4.87400967529,-55.2108799689
231.739464997,-4.94170817453,-55.5193456109
234.422881532,-5.00990812408,-55.8265389949
237.137370566,-5.0786053389,-56.1324301943
239.883291902,-5.14779555597,-56.4369900042
242.661009508,-5.21747443784,-56.7401899502
245.470891569,-5.28763757628,-57.0420022954
248.31331053,-5.35828049579,-57.3424000475
251.188643151,-5.42939865723,-57.6413569639
254.097270555,-5.50098746139,-57.9388475571
257.039578277,-5.57304225258,-58.2348470987
260.015956317,-5.64555832214,-58.5293316223
263.02679919,-5.71853091204,-58.8222779261
266.07250598,-5.79195521832,-59.1136635747
269.153480393,-5.86582639463,-59.4034668994
272.270130808,-5.94013955564,-59.6916669987
275.422870334,-6.01488978046,-59.9782437376
278.612116863,-6.09007211601,-60.2631777459
281.838293126,-6.16568158034,-60.5464504164
285.10182675,-6.24171316589,-60.8280439019
288.403150313,-6.31816184274,-61.1079411118
291.7427014,-6.39502256174,-61.386125708
295.120922667,-6.47229025763,-61.6625821005
298.538261892,-6.5499598521,-61.9372954415
301.99517204,-6.62802625675,-62.2102516203
305.492111322,-6.70648437601,-62.4814372562
309.029543251,-6.78532911001,-62.7508396921
312.607936712,-6.86455535734,-63.018446987
316.227766017,-6.94415801776,-63.284247908
319.889510969,-7.02413199485,-63.548231922
323.59365693,-7.10447219855,-63.8103891872
327.340694879,-7.18517354768,-64.0707105441
331.131121483,-7.26623097232,-64.3291875054
334.965439158,-7.34763941615,-64.5858122469
